,ids,team
35135,Guinea-Bissau1993-04-11Senegal,Senegal
35136,Japan1993-04-11Bangladesh,Japan
35137,Japan1993-04-11Bangladesh,Bangladesh
35138,North Korea1993-04-11Singapore,North Korea
35139,North Korea1993-04-11Singapore,Singapore
35140,Lesotho1993-04-11DR Congo,Lesotho
35141,Lesotho1993-04-11DR Congo,DR Congo
35142,Mexico1993-04-11Honduras,Mexico
35143,Mexico1993-04-11Honduras,Honduras
35144,Morocco1993-04-11Malawi,Morocco
35145,Morocco1993-04-11Malawi,Malawi
35146,Mozambique1993-04-11Kenya,Mozambique
35147,Mozambique1993-04-11Kenya,Kenya
35148,Niger1993-04-11Cameroon,Niger
35149,Niger1993-04-11Cameroon,Cameroon
35150,Qatar1993-04-11Vietnam,Qatar
35151,Qatar1993-04-11Vietnam,Vietnam
35152,Thailand1993-04-11Sri Lanka,Thailand
35153,Thailand1993-04-11Sri Lanka,Sri Lanka
35154,North Korea1993-04-13Indonesia,North Korea
35155,North Korea1993-04-13Indonesia,Indonesia
35156,Poland1993-04-13Finland,Poland
35157,Poland1993-04-13Finland,Finland
35158,Sri Lanka1993-04-13Bangladesh,Sri Lanka
35159,Sri Lanka1993-04-13Bangladesh,Bangladesh
35160,United Arab Emirates1993-04-13Thailand,United Arab Emirates
35161,United Arab Emirates1993-04-13Thailand,Thailand
35162,Vietnam1993-04-13Singapore,Vietnam
35163,Vietnam1993-04-13Singapore,Singapore
35164,Austria1993-04-14Bulgaria,Austria
35165,Austria1993-04-14Bulgaria,Bulgaria
35166,Denmark1993-04-14Latvia,Denmark
35167,Denmark1993-04-14Latvia,Latvia
35168,Germany1993-04-14Ghana,Germany
35169,Germany1993-04-14Ghana,Ghana
35170,Guadeloupe1993-04-14Martinique,Guadeloupe
35171,Guadeloupe1993-04-14Martinique,Martinique
35172,Italy1993-04-14Estonia,Italy
35173,Italy1993-04-14Estonia,Estonia
35174,Lithuania1993-04-14Albania,Lithuania
35175,Lithuania1993-04-14Albania,Albania
35176,Luxembourg1993-04-14Russia,Luxembourg
35177,Luxembourg1993-04-14Russia,Russia
35178,Romania1993-04-14Cyprus,Romania
35179,Romania1993-04-14Cyprus,Cyprus
35180,Egypt1993-04-15Zimbabwe,Egypt
35181,Egypt1993-04-15Zimbabwe,Zimbabwe
35182,Hungary1993-04-15Sweden,Hungary
35183,Hungary1993-04-15Sweden,Sweden
35184,Japan1993-04-15Sri Lanka,Japan
35185,Japan1993-04-15Sri Lanka,Sri Lanka
35186,United Arab Emirates1993-04-15Bangladesh,United Arab Emirates
35187,United Arab Emirates1993-04-15Bangladesh,Bangladesh
35188,Algeria1993-04-16Ivory Coast,Algeria
35189,Algeria1993-04-16Ivory Coast,Ivory Coast
35190,Australia1993-04-16Kuwait,Australia
35191,Australia1993-04-16Kuwait,Kuwait
35192,Qatar1993-04-16Singapore,Qatar
35193,Qatar1993-04-16Singapore,Singapore
35194,Vietnam1993-04-16Indonesia,Vietnam
35195,Vietnam1993-04-16Indonesia,Indonesia
35196,Malta1993-04-17Switzerland,Malta
35197,Malta1993-04-17Switzerland,Switzerland
35198,United States1993-04-17Iceland,United States
35199,United States1993-04-17Iceland,Iceland
35200,Cameroon1993-04-18Guinea,Cameroon
35201,Cameroon1993-04-18Guinea,Guinea
35202,Canada1993-04-18Honduras,Canada
35203,Canada1993-04-18Honduras,Honduras
35204,Indonesia1993-04-18Singapore,Indonesia
35205,Indonesia1993-04-18Singapore,Singapore
35206,Japan1993-04-18United Arab Emirates,Japan
35207,Japan1993-04-18United Arab Emirates,United Arab Emirates
35208,Mexico1993-04-18El Salvador,Mexico
35209,Mexico1993-04-18El Salvador,El Salvador
35210,Morocco1993-04-18Senegal,Morocco
35211,Morocco1993-04-18Senegal,Senegal
35212,Qatar1993-04-18North Korea,Qatar
35213,Qatar1993-04-18North Korea,North Korea
35214,Saudi Arabia1993-04-18New Zealand,Saudi Arabia
35215,Saudi Arabia1993-04-18New Zealand,New Zealand
35216,Thailand1993-04-18Bangladesh,Thailand
35217,Thailand1993-04-18Bangladesh,Bangladesh
35218,Australia1993-04-19Kuwait,Australia
35219,Australia1993-04-19Kuwait,Kuwait
35220,Singapore1993-04-22Saudi Arabia,Singapore
35221,Singapore1993-04-22Saudi Arabia,Saudi Arabia
35222,Hong Kong1993-04-23Kuwait,Hong Kong
35223,Hong Kong1993-04-23Kuwait,Kuwait
35224,Indonesia1993-04-24Qatar,Indonesia
35225,Indonesia1993-04-24Qatar,Qatar
35226,Kenya1993-04-24Lesotho,Kenya
35227,Kenya1993-04-24Lesotho,Lesotho
35228,Saudi Arabia1993-04-24New Zealand,Saudi Arabia
35229,Saudi Arabia1993-04-24New Zealand,New Zealand
35230,Sierra Leone1993-04-24Guinea-Bissau,Sierra Leone
35231,Sierra Leone1993-04-24Guinea-Bissau,Guinea-Bissau
35232,South Africa1993-04-24Zimbabwe,South Africa
35233,South Africa1993-04-24Zimbabwe,Zimbabwe
35234,Vietnam1993-04-24North Korea,Vietnam
35235,Vietnam1993-04-24North Korea,North Korea
35236,Cameroon1993-04-25Gabon,Cameroon
35237,Cameroon1993-04-25Gabon,Gabon
35238,Congo1993-04-25Burundi,Congo
35239,Congo1993-04-25Burundi,Burundi
35240,Cyprus1993-04-25Faroe Islands,Cyprus
35241,Cyprus1993-04-25Faroe Islands,Faroe Islands
35242,Ethiopia1993-04-25Uganda,Ethiopia
35243,Ethiopia1993-04-25Uganda,Uganda
35244,Grenada1993-04-25Dominica,Grenada
35245,Grenada1993-04-25Dominica,Dominica
35246,Honduras1993-04-25El Salvador,Honduras
35247,Honduras1993-04-25El Salvador,El Salvador
35248,Hong Kong1993-04-25Kuwait,Hong Kong
35249,Hong Kong1993-04-25Kuwait,Kuwait
35250,South Korea1993-04-25Iraq,South Korea
35251,South Korea1993-04-25Iraq,Iraq
35252,Mauritius1993-04-25Zambia,Mauritius
35253,Mauritius1993-04-25Zambia,Zambia
35254,Mexico1993-04-25Canada,Mexico
35255,Mexico1993-04-25Canada,Canada
35256,Morocco1993-04-25Mali,Morocco
35257,Morocco1993-04-25Mali,Mali
35258,Mozambique1993-04-25DR Congo,Mozambique
35259,Mozambique1993-04-25DR Congo,DR Congo
35260,Niger1993-04-25Benin,Niger
35261,Niger1993-04-25Benin,Benin
35262,Saint Vincent and the Grenadines1993-04-25Saint Lucia,Saint Vincent and the Grenadines
35263,Saint Vincent and the Grenadines1993-04-25Saint Lucia,Saint Lucia
35264,Singapore1993-04-26North Korea,Singapore
35265,Singapore1993-04-26North Korea,North Korea
35266,Vietnam1993-04-26Qatar,Vietnam
35267,Vietnam1993-04-26Qatar,Qatar
35268,Dominica1993-04-27Saint Lucia,Dominica
35269,Dominica1993-04-27Saint Lucia,Saint Lucia
35270,Ukraine1993-04-27Israel,Ukraine
35271,Ukraine1993-04-27Israel,Israel
35272,Bulgaria1993-04-28Finland,Bulgaria
35273,Bulgaria1993-04-28Finland,Finland
35274,Czech Republic1993-04-28Wales,Czech Republic
35275,Czech Republic1993-04-28Wales,Wales
35276,England1993-04-28Netherlands,England
35277,England1993-04-28Netherlands,Netherlands
35278,France1993-04-28Sweden,France
35279,France1993-04-28Sweden,Sweden
35280,Indonesia1993-04-28North Korea,Indonesia
35281,Indonesia1993-04-28North Korea,North Korea
35282,Republic of Ireland1993-04-28Denmark,Republic of Ireland
35283,Republic of Ireland1993-04-28Denmark,Denmark
35284,South Korea1993-04-28Iraq,South Korea
35285,South Korea1993-04-28Iraq,Iraq
35286,Norway1993-04-28Turkey,Norway
35287,Norway1993-04-28Turkey,Turkey
35288,Poland1993-04-28San Marino,Poland
35289,Poland1993-04-28San Marino,San Marino
35290,Portugal1993-04-28Scotland,Portugal
35291,Portugal1993-04-28Scotland,Scotland
35292,Russia1993-04-28Hungary,Russia
35293,Russia1993-04-28Hungary,Hungary
35294,Singapore1993-04-28Vietnam,Singapore
35295,Singapore1993-04-28Vietnam,Vietnam
35296,Spain1993-04-28Northern Ireland,Spain
35297,Spain1993-04-28Northern Ireland,Northern Ireland
35298,Thailand1993-04-28Japan,Thailand
35299,Thailand1993-04-28Japan,Japan
35300,United Arab Emirates1993-04-28Sri Lanka,United Arab Emirates
35301,United Arab Emirates1993-04-28Sri Lanka,Sri Lanka
35302,Dominica1993-04-29Saint Vincent and the Grenadines,Dominica
35303,Dominica1993-04-29Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
35304,Grenada1993-04-29Saint Lucia,Grenada
35305,Grenada1993-04-29Saint Lucia,Saint Lucia
35306,Bangladesh1993-04-30Japan,Bangladesh
35307,Bangladesh1993-04-30Japan,Japan
35308,Indonesia1993-04-30Vietnam,Indonesia
35309,Indonesia1993-04-30Vietnam,Vietnam
35310,Singapore1993-04-30Qatar,Singapore
35311,Singapore1993-04-30Qatar,Qatar
35312,United Arab Emirates1993-04-30Thailand,United Arab Emirates
35313,United Arab Emirates1993-04-30Thailand,Thailand
35314,Macau1993-05-01Saudi Arabia,Macau
35315,Macau1993-05-01Saudi Arabia,Saudi Arabia
35316,Malaysia1993-05-01Kuwait,Malaysia
35317,Malaysia1993-05-01Kuwait,Kuwait
35318,Switzerland1993-05-01Italy,Switzerland
35319,Switzerland1993-05-01Italy,Italy
35320,El Salvador1993-05-02Canada,El Salvador
35321,El Salvador1993-05-02Canada,Canada
35322,Guinea1993-05-02Zimbabwe,Guinea
35323,Guinea1993-05-02Zimbabwe,Zimbabwe
35324,Honduras1993-05-02Mexico,Honduras
35325,Honduras1993-05-02Mexico,Mexico
35326,Ivory Coast1993-05-02Nigeria,Ivory Coast
35327,Ivory Coast1993-05-02Nigeria,Nigeria
35328,North Korea1993-05-02Qatar,North Korea
35329,North Korea1993-05-02Qatar,Qatar
35330,Singapore1993-05-02Indonesia,Singapore
35331,Singapore1993-05-02Indonesia,Indonesia
35332,Guernsey1993-05-03Jersey,Guernsey
35333,Guernsey1993-05-03Jersey,Jersey
35334,Macau1993-05-03Kuwait,Macau
35335,Macau1993-05-03Kuwait,Kuwait
35336,Malaysia1993-05-03Saudi Arabia,Malaysia
35337,Malaysia1993-05-03Saudi Arabia,Saudi Arabia
35338,Sri Lanka1993-05-03Thailand,Sri Lanka
35339,Sri Lanka1993-05-03Thailand,Thailand
35340,United Arab Emirates1993-05-03Bangladesh,United Arab Emirates
35341,United Arab Emirates1993-05-03Bangladesh,Bangladesh
35342,Bangladesh1993-05-05Thailand,Bangladesh
35343,Bangladesh1993-05-05Thailand,Thailand
35344,Kuwait1993-05-05Saudi Arabia,Kuwait
35345,Kuwait1993-05-05Saudi Arabia,Saudi Arabia
35346,Malaysia1993-05-05Macau,Malaysia
35347,Malaysia1993-05-05Macau,Macau
35348,Sri Lanka1993-05-05Japan,Sri Lanka
35349,Sri Lanka1993-05-05Japan,Japan
35350,Bangladesh1993-05-07Sri Lanka,Bangladesh
35351,Bangladesh1993-05-07Sri Lanka,Sri Lanka
35352,Hong Kong1993-05-07Bahrain,Hong Kong
35353,Hong Kong1993-05-07Bahrain,Bahrain
35354,Lebanon1993-05-07India,Lebanon
35355,Lebanon1993-05-07India,India
35356,United Arab Emirates1993-05-07Japan,United Arab Emirates
35357,United Arab Emirates1993-05-07Japan,Japan
35358,United States1993-05-08Colombia,United States
35359,United States1993-05-08Colombia,Colombia
35360,Bahrain1993-05-09South Korea,Bahrain
35361,Bahrain1993-05-09South Korea,South Korea
35362,Canada1993-05-09Mexico,Canada
35363,Canada1993-05-09Mexico,Mexico
35364,El Salvador1993-05-09Honduras,El Salvador
35365,El Salvador1993-05-09Honduras,Honduras
35366,Lebanon1993-05-09Hong Kong,Lebanon
35367,Lebanon1993-05-09Hong Kong,Hong Kong
35368,India1993-05-11Hong Kong,India
35369,India1993-05-11Hong Kong,Hong Kong
35370,Lebanon1993-05-11South Korea,Lebanon
35371,Lebanon1993-05-11South Korea,South Korea
35372,Bulgaria1993-05-12Israel,Bulgaria
35373,Bulgaria1993-05-12Israel,Israel
35374,Estonia1993-05-12Malta,Estonia
35375,Estonia1993-05-12Malta,Malta
35376,Finland1993-05-13Austria,Finland
35377,Finland1993-05-13Austria,Austria
35378,India1993-05-13South Korea,India
35379,India1993-05-13South Korea,South Korea
35380,Lebanon1993-05-13Bahrain,Lebanon
35381,Lebanon1993-05-13Bahrain,Bahrain
35382,Kuwait1993-05-14Malaysia,Kuwait
35383,Kuwait1993-05-14Malaysia,Malaysia
35384,Saudi Arabia1993-05-14Macau,Saudi Arabia
35385,Saudi Arabia1993-05-14Macau,Macau
35386,Bahrain1993-05-15India,Bahrain
35387,Bahrain1993-05-15India,India
35388,Hong Kong1993-05-15South Korea,Hong Kong
35389,Hong Kong1993-05-15South Korea,South Korea
35390,Latvia1993-05-15Albania,Latvia
35391,Latvia1993-05-15Albania,Albania
35392,Kuwait1993-05-16Macau,Kuwait
35393,Kuwait1993-05-16Macau,Macau
35394,Saudi Arabia1993-05-16Malaysia,Saudi Arabia
35395,Saudi Arabia1993-05-16Malaysia,Malaysia
35396,Lithuania1993-05-18Ukraine,Lithuania
35397,Lithuania1993-05-18Ukraine,Ukraine
35398,Macau1993-05-18Malaysia,Macau
35399,Macau1993-05-18Malaysia,Malaysia
35400,Saudi Arabia1993-05-18Kuwait,Saudi Arabia
35401,Saudi Arabia1993-05-18Kuwait,Kuwait
35402,Estonia1993-05-19Scotland,Estonia
35403,Estonia1993-05-19Scotland,Scotland
35404,San Marino1993-05-19Poland,San Marino
35405,San Marino1993-05-19Poland,Poland
35406,Sweden1993-05-19Austria,Sweden
35407,Sweden1993-05-19Austria,Austria
35408,Guadeloupe1993-05-20Réunion,Guadeloupe
35409,Guadeloupe1993-05-20Réunion,Réunion
35410,Luxembourg1993-05-20Iceland,Luxembourg
35411,Luxembourg1993-05-20Iceland,Iceland
35412,Zambia1993-05-20Malawi,Zambia
35413,Zambia1993-05-20Malawi,Malawi
35414,Colombia1993-05-21Venezuela,Colombia
35415,Colombia1993-05-21Venezuela,Venezuela
35416,Jamaica1993-05-21Saint Kitts and Nevis,Jamaica
35417,Jamaica1993-05-21Saint Kitts and Nevis,Saint Kitts and Nevis
35418,Martinique1993-05-21Saint Lucia,Martinique
35419,Martinique1993-05-21Saint Lucia,Saint Lucia
35420,Puerto Rico1993-05-21Sint Maarten,Puerto Rico
35421,Puerto Rico1993-05-21Sint Maarten,Sint Maarten
35422,Belgium1993-05-22Faroe Islands,Belgium
35423,Belgium1993-05-22Faroe Islands,Faroe Islands
35424,Burkina Faso1993-05-22Guadeloupe,Burkina Faso
35425,Burkina Faso1993-05-22Guadeloupe,Guadeloupe
35426,Jordan1993-05-22Yemen,Jordan
35427,Jordan1993-05-22Yemen,Yemen
35428,New Zealand1993-05-22Fiji,New Zealand
35429,New Zealand1993-05-22Fiji,Fiji
35430,Pakistan1993-05-22China PR,Pakistan
35431,Pakistan1993-05-22China PR,China PR
35432,Zambia1993-05-22Malawi,Zambia
35433,Zambia1993-05-22Malawi,Malawi
35434,Jamaica1993-05-23Sint Maarten,Jamaica
35435,Jamaica1993-05-23Sint Maarten,Sint Maarten
35436,Russia1993-05-23Greece,Russia
35437,Russia1993-05-23Greece,Greece
35438,Saint Kitts and Nevis1993-05-23Puerto Rico,Saint Kitts and Nevis
35439,Saint Kitts and Nevis1993-05-23Puerto Rico,Puerto Rico
35440,Trinidad and Tobago1993-05-23Saint Lucia,Trinidad and Tobago
35441,Trinidad and Tobago1993-05-23Saint Lucia,Saint Lucia
35442,United States1993-05-23Bolivia,United States
35443,United States1993-05-23Bolivia,Bolivia
35444,Jordan1993-05-24Iraq,Jordan
35445,Jordan1993-05-24Iraq,Iraq
35446,New Zealand1993-05-24Fiji,New Zealand
35447,New Zealand1993-05-24Fiji,Fiji
35448,Yemen1993-05-24Pakistan,Yemen
35449,Yemen1993-05-24Pakistan,Pakistan
35450,Zambia1993-05-24Malawi,Zambia
35451,Zambia1993-05-24Malawi,Malawi
35452,Azerbaijan1993-05-25Georgia,Azerbaijan
35453,Azerbaijan1993-05-25Georgia,Georgia
35454,Jamaica1993-05-25Puerto Rico,Jamaica
35455,Jamaica1993-05-25Puerto Rico,Puerto Rico
35456,Lithuania1993-05-25Northern Ireland,Lithuania
35457,Lithuania1993-05-25Northern Ireland,Northern Ireland
35458,Martinique1993-05-25Trinidad and Tobago,Martinique
35459,Martinique1993-05-25Trinidad and Tobago,Trinidad and Tobago
35460,Saint Kitts and Nevis1993-05-25Sint Maarten,Saint Kitts and Nevis
35461,Saint Kitts and Nevis1993-05-25Sint Maarten,Sint Maarten
35462,Saint Vincent and the Grenadines1993-05-25Saint Lucia,Saint Vincent and the Grenadines
35463,Saint Vincent and the Grenadines1993-05-25Saint Lucia,Saint Lucia
35464,Albania1993-05-26Republic of Ireland,Albania
35465,Albania1993-05-26Republic of Ireland,Republic of Ireland
35466,Ethiopia1993-05-26Sudan,Ethiopia
35467,Ethiopia1993-05-26Sudan,Sudan
35468,Jordan1993-05-26China PR,Jordan
35469,Jordan1993-05-26China PR,China PR
35470,United States1993-05-26Peru,United States
35471,United States1993-05-26Peru,Peru
35472,Yemen1993-05-26Iraq,Yemen
35473,Yemen1993-05-26Iraq,Iraq
35474,Bolivia1993-05-27Paraguay,Bolivia
35475,Bolivia1993-05-27Paraguay,Paraguay
35476,Jamaica1993-05-28Trinidad and Tobago,Jamaica
35477,Jamaica1993-05-28Trinidad and Tobago,Trinidad and Tobago
35478,Martinique1993-05-28Saint Kitts and Nevis,Martinique
35479,Martinique1993-05-28Saint Kitts and Nevis,Saint Kitts and Nevis
35480,Pakistan1993-05-28Iraq,Pakistan
35481,Pakistan1993-05-28Iraq,Iraq
35482,Yemen1993-05-28China PR,Yemen
35483,Yemen1993-05-28China PR,China PR
35484,Republic of Ireland1993-05-29Hungary,Republic of Ireland
35485,Republic of Ireland1993-05-29Hungary,Hungary
35486,Poland1993-05-29England,Poland
35487,Poland1993-05-29England,England
35488,Chile1993-05-30Colombia,Chile
35489,Chile1993-05-30Colombia,Colombia
35490,Ecuador1993-05-30Peru,Ecuador
35491,Ecuador1993-05-30Peru,Peru
35492,Iraq1993-05-30China PR,Iraq
35493,Iraq1993-05-30China PR,China PR
35494,Jamaica1993-05-30Martinique,Jamaica
35495,Jamaica1993-05-30Martinique,Martinique
35496,Jordan1993-05-30Pakistan,Jordan
35497,Jordan1993-05-30Pakistan,Pakistan
35498,New Zealand1993-05-30Australia,New Zealand
35499,New Zealand1993-05-30Australia,Australia
35500,Trinidad and Tobago1993-05-30Saint Kitts and Nevis,Trinidad and Tobago
35501,Trinidad and Tobago1993-05-30Saint Kitts and Nevis,Saint Kitts and Nevis
35502,Czech Republic1993-06-02Romania,Czech Republic
35503,Czech Republic1993-06-02Romania,Romania
35504,Denmark1993-06-02Albania,Denmark
35505,Denmark1993-06-02Albania,Albania
35506,Iceland1993-06-02Russia,Iceland
35507,Iceland1993-06-02Russia,Russia
35508,Latvia1993-06-02Northern Ireland,Latvia
35509,Latvia1993-06-02Northern Ireland,Northern Ireland
35510,Lithuania1993-06-02Spain,Lithuania
35511,Lithuania1993-06-02Spain,Spain
35512,Norway1993-06-02England,Norway
35513,Norway1993-06-02England,England
35514,Scotland1993-06-02Estonia,Scotland
35515,Scotland1993-06-02Estonia,Estonia
35516,Sweden1993-06-02Israel,Sweden
35517,Sweden1993-06-02Israel,Israel
35518,Turkmenistan1993-06-02Tajikistan,Turkmenistan
35519,Turkmenistan1993-06-02Tajikistan,Tajikistan
35520,Bahrain1993-06-05Lebanon,Bahrain
35521,Bahrain1993-06-05Lebanon,Lebanon
35522,South Korea1993-06-05Hong Kong,South Korea
35523,South Korea1993-06-05Hong Kong,Hong Kong
35524,Australia1993-06-06New Zealand,Australia
35525,Australia1993-06-06New Zealand,New Zealand
35526,Azerbaijan1993-06-06Tajikistan,Azerbaijan
35527,Azerbaijan1993-06-06Tajikistan,Tajikistan
35528,Colombia1993-06-06Chile,Colombia
35529,Colombia1993-06-06Chile,Chile
35530,Faroe Islands1993-06-06Wales,Faroe Islands
35531,Faroe Islands1993-06-06Wales,Wales
35532,Iran1993-06-06Pakistan,Iran
35533,Iran1993-06-06Pakistan,Pakistan
35534,Peru1993-06-06Bolivia,Peru
35535,Peru1993-06-06Bolivia,Bolivia
35536,United States1993-06-06Brazil,United States
35537,United States1993-06-06Brazil,Brazil
35538,Azerbaijan1993-06-07Kyrgyzstan,Azerbaijan
35539,Azerbaijan1993-06-07Kyrgyzstan,Kyrgyzstan
35540,India1993-06-07Bahrain,India
35541,India1993-06-07Bahrain,Bahrain
35542,South Korea1993-06-07Lebanon,South Korea
35543,South Korea1993-06-07Lebanon,Lebanon
35544,Pakistan1993-06-07Turkmenistan,Pakistan
35545,Pakistan1993-06-07Turkmenistan,Turkmenistan
35546,Iran1993-06-08Turkmenistan,Iran
35547,Iran1993-06-08Turkmenistan,Turkmenistan
35548,Kyrgyzstan1993-06-08Tajikistan,Kyrgyzstan
35549,Kyrgyzstan1993-06-08Tajikistan,Tajikistan
35550,Ecuador1993-06-09Chile,Ecuador
35551,Ecuador1993-06-09Chile,Chile
35552,Hong Kong1993-06-09Lebanon,Hong Kong
35553,Hong Kong1993-06-09Lebanon,Lebanon
35554,South Korea1993-06-09India,South Korea
35555,South Korea1993-06-09India,India
35556,Latvia1993-06-09Republic of Ireland,Latvia
35557,Latvia1993-06-09Republic of Ireland,Republic of Ireland
35558,Netherlands1993-06-09Norway,Netherlands
35559,Netherlands1993-06-09Norway,Norway
35560,United States1993-06-09England,United States
35561,United States1993-06-09England,England
35562,Brazil1993-06-10Germany,Brazil
35563,Brazil1993-06-10Germany,Germany
35564,Mexico1993-06-10Paraguay,Mexico
35565,Mexico1993-06-10Paraguay,Paraguay
35566,Bahrain1993-06-11Hong Kong,Bahrain
35567,Bahrain1993-06-11Hong Kong,Hong Kong
35568,India1993-06-11Lebanon,India
35569,India1993-06-11Lebanon,Lebanon
35570,South Korea1993-06-11Romania,South Korea
35571,South Korea1993-06-11Romania,Romania
35572,Martinique1993-06-11Trinidad and Tobago,Martinique
35573,Martinique1993-06-11Trinidad and Tobago,Trinidad and Tobago
35574,Peru1993-06-11Venezuela,Peru
35575,Peru1993-06-11Venezuela,Venezuela
35576,China PR1993-06-12Pakistan,China PR
35577,China PR1993-06-12Pakistan,Pakistan
35578,Yemen1993-06-12Jordan,Yemen
35579,Yemen1993-06-12Jordan,Jordan
35580,Bolivia1993-06-13Chile,Bolivia
35581,Bolivia1993-06-13Chile,Chile
35582,Brazil1993-06-13England,Brazil
35583,Brazil1993-06-13England,England
35584,Hong Kong1993-06-13India,Hong Kong
35585,Hong Kong1993-06-13India,India
35586,Iran1993-06-13Tajikistan,Iran
35587,Iran1993-06-13Tajikistan,Tajikistan
35588,South Korea1993-06-13Bahrain,South Korea
35589,South Korea1993-06-13Bahrain,Bahrain
35590,United States1993-06-13Germany,United States
35591,United States1993-06-13Germany,Germany
35592,Iran1993-06-14Turkmenistan,Iran
35593,Iran1993-06-14Turkmenistan,Turkmenistan
35594,Iraq1993-06-14Jordan,Iraq
35595,Iraq1993-06-14Jordan,Jordan
35596,South Korea1993-06-14Czech Republic,South Korea
35597,South Korea1993-06-14Czech Republic,Czech Republic
35598,Pakistan1993-06-14Yemen,Pakistan
35599,Pakistan1993-06-14Yemen,Yemen
35600,Ecuador1993-06-15Venezuela,Ecuador
35601,Ecuador1993-06-15Venezuela,Venezuela
35602,China PR1993-06-16Jordan,China PR
35603,China PR1993-06-16Jordan,Jordan
35604,Colombia1993-06-16Mexico,Colombia
35605,Colombia1993-06-16Mexico,Mexico
35606,Faroe Islands1993-06-16Czech Republic,Faroe Islands
35607,Faroe Islands1993-06-16Czech Republic,Czech Republic
35608,Finland1993-06-16Israel,Finland
35609,Finland1993-06-16Israel,Israel
35610,Iceland1993-06-16Hungary,Iceland
35611,Iceland1993-06-16Hungary,Hungary
35612,Iraq1993-06-16Yemen,Iraq
35613,Iraq1993-06-16Yemen,Yemen
35614,Lithuania1993-06-16Republic of Ireland,Lithuania
35615,Lithuania1993-06-16Republic of Ireland,Republic of Ireland
35616,Uruguay1993-06-16United States,Uruguay
35617,Uruguay1993-06-16United States,United States
35618,Argentina1993-06-17Bolivia,Argentina
35619,Argentina1993-06-17Bolivia,Bolivia
35620,Brazil1993-06-18Peru,Brazil
35621,Brazil1993-06-18Peru,Peru
35622,China PR1993-06-18Yemen,China PR
35623,China PR1993-06-18Yemen,Yemen
35624,Iraq1993-06-18Pakistan,Iraq
35625,Iraq1993-06-18Pakistan,Pakistan
35626,Paraguay1993-06-18Chile,Paraguay
35627,Paraguay1993-06-18Chile,Chile
35628,Ecuador1993-06-19United States,Ecuador
35629,Ecuador1993-06-19United States,United States
35630,England1993-06-19Germany,England
